content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,clean_text_final
keren,5,0.0,0.0,Positive,keren
sangat praktisbaguscepat,5,0.0,0.0,Positive,
aplikasinya membantu banget,5,0.0,0.0,Positive,aplikasi bantu
sangat membantu pengguna dalam pembayaran untuk naik mass rapid transit,5,0.0,0.0,Positive,bantu guna bayar mass rapid transit
benar benar membantu sebagai etiket buat naik mass rapid transit,5,0.0,0.0,Positive,bantu mass rapid transit
😒,2,0.0,0.0,Negative,
🙏😷,4,0.0,0.0,Positive,
mau daftar ngga masukmasuk no sandi smsnyatingkatin ya sama permudah yang mau daftar baru,1,0.0,0.0,Negative,daftar ngga mudah daftar
aplikasi tidak jelas saldo sudah kepotong malah eror niat tidak sih hadehhh,1,0.0,0.0,Negative,saldo potong eror niat hadehhh
jeda antar kereta dari 5 menit malah jadi 10 menit ini malah numpuk penumpang yang nunggu di stasiun mass rapid transit dan di dalam kereta katanya psbb  katanya masyarakat disuruh taat aturan psbb tapi manajemen mass rapid transit kok malah bikin penumpangnya numpuk dimana lah logika nya ini manajemen mrt,1,0.0,0.0,Negative,kereta menit menit tumpang stasiun mass rapid transit kereta masyarakat suruh atur manajemen mass rapid transit bikin tumpang manajemen
otp tidak masuk,1,0.0,0.0,Negative,otp masuk
nyaman dan cepat,5,0.0,0.0,Positive,nyaman cepat
nungguin notif vertivikasi sms tidak muncul katro dah,1,0.0,0.0,Negative,notif sms muncul dah
banyak bug nya apa gimana sih keyboard gabisa muncul ngeklik tidak jalan  padahal sinyal bagus gajelas,1,0.0,0.0,Negative,bug gimana gabisa muncul jalan sinyal bagus gajelas
ribet harus minta code angka verifikasi bt scan link harus nya seperti krl simpel goyang hp tinggal scan tolong di permudah sistem nya,1,0.0,0.0,Negative,ribet code verifikasi scan link krl hp tinggal scan mudah sistem
pernah coba2 pake aplikasi ini buat beli tiket padahal bawa flash waktu itu eh ternyata ngebantu juga lancar keren 👍,5,0.0,0.0,Positive,pake beli tiket bawa eh ngebantu lancar keren
finallyi love this aplikasi,5,0.5,0.6,Positive,love
gajelas dah baru di unduh tapi gabisa kebuka setiap mo dibuka ke back mulu lagian knp hrs beli tiket kaya gini si bagus bagus di loket aja mempersulit ajee mohon perbaiki,1,0.0,0.0,Negative,gajelas dah unduh gabisa buka buka mulu knp hrs beli tiket kaya gin si bagus bagus sulit mohon baik
good,5,0.7,0.6000000000000001,Positive,good
coba beberapa kali buat akun tidak dapat nomor verifikasi padahal sinyal bagus alamat email no hp dan pass sudah benar mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat,1,0.0,0.0,Negative,coba kali akun nomor verifikasi sinyal bagus email hp mohon tingkat sistem mudah akses masyarakat
lebih simple,5,0.0,0.35714285714285715,Positive,simple
mudah digunakan bayar menggunakan gopay lancar,5,0.0,0.0,Positive,mudah bayar gopay lancar
masa pas mau bayar pake link saja disuruh masukin kode verifikasi yang dikirim via sms baru juga masuk sms nya tutup bentar aplikasi mass rapid transit buat liat kode di sms aplikasi mass rapid transit nya malah kembali ke beranda awal gitu saja terus sampai tidak kebayarbayarb tu tiket,1,0.0,0.0,Negative,pas bayar pake link suruh masukin kode verifikasi kirim via sms masuk sms tutup mass rapid transit liat kode sms mass rapid transit gitu tiket
beli 1 tiket keluarnya 2 tiket di tujuan yang sama saldo gopay kepotong 2x habis di update aplikasi nge blank tidak bisa di buka,1,0.0,0.0,Negative,beli tiket tiket tuju saldo gopay potong 2x habis update buka
mantap aplikasi mrtnya,5,0.0,0.0,Positive,mantap mrtnya
mohon diperbaiki lagi sistem tiketnya jikalau sudah jam tutup mrt agar tidak bisa dilakukan transaksi pembelian karena saya waktu itu sudah membeli tiket tapi mass rapid transit sudah tutup karena jam weekend saat pandemi hanya jam 7 dan saya sudah beli tiket sebelum sampai mrt dan banyak yang mengalami dan tiket tidak bisa direfund semoga bisa dijadikan masukan dan lebih baik lagi,4,0.0,0.0,Positive,mohon baik sistem tiket jam tutup transaksi beli beli tiket mass rapid transit tutup jam jam beli tiket tiket moga jadi masuk
bagus min tapi tambahkan gamenya atau ganti gamenya jgn itu itu terus bosennn,4,-0.75,1.0,Positive,bagus tambah ganti jgn
sudah di update tapi gabisa payment jadi terlambat tolong benahi aplikasinya deh,2,0.0,0.0,Negative,update gabisa payment aplikasi
kereta oke aplikasi interfacenya ok pertahankan,5,0.5,0.5,Positive,kereta oke tahan
aneh,1,0.0,0.0,Negative,aneh
ribet harus instal aplikasi segala dan linknya harus terhubung,3,0.0,0.0,Neutral,ribet instal hubung
ini aplikasi kok tidak bisa buat akun ya isi email dan nomor telepon yang benar kok gagal buat akun sih,1,0.0,0.0,Negative,akun isi email nomor telepon gagal akun
aplikasi terkadang error sudah melakukan pembayaran tiket tetapi tidak muncul barcode dan saldo tetap terpotong hmm kecewa,1,0.0,0.0,Negative,error bayar tiket muncul saldo potong kecewa
sangat berguna,5,0.0,0.0,Positive,guna
aplikasi eror mulu distasiun blok a ngak bisa dipake sekalinya bisa lemotselalu dibilang ngk ada internet pdhl wa youtube yang lain nya bisa dulu dulu bagus ngak ada hambatan skrg kok berubah,1,0.0,0.0,Negative,eror mulu stasiun blok ngak dipake bilang internet wa bagus ngak skrg ubah
pelayanan buruktidak ada pemberitahuan dari awal kenapa jam terakhir pemberangkatan terakhir jam 9 malam jam 825 sudah hbsudh beli tiket hanguskecewa intinyamrt perlu di perbaiki lg layananya,1,0.0,0.0,Negative,layan jam berangkat jam malam jam beli tiket baik lg
tolong dong untuk update lgi untuk jumlah tiket🙏🙏🙏,4,0.0,0.0,Positive,update tiket
kok tidak bisa masuk2 aplikasinya yaaa,1,0.0,0.0,Negative,masuk2 aplikasi
mohon maaf tolong kasih info kalau mass rapid transit tutup jam berapanya karena mass rapid transit ini tutup minim info banget kaya hr ini 13 oktober tutup jam 6 yang biasanya jam 7 tutup jadi saya sudah pesen tiket jam set7 pas dateng ke stasiunnya tutup tolong dong klo mass rapid transit tutup aplikasi juga dikasih notif supaya tidak bisa beli tiketudah gitu gaada notifbeli tiket pas mass rapid transit tutup masih bisa dibeligabisa refund juga,1,0.0,0.0,Negative,mohon maaf info mass rapid transit tutup jam mass rapid transit tutup info kaya tutup jam jam tutup tiket jam pas stasiun tutup klo mass rapid transit tutup kasih notif beli gitu tiket pas mass rapid transit tutup refund
almar rajendra khansa xl tbg1,5,0.0,0.0,Positive,
saya pernah gagal dalam pembelian tiket dua kali dalam waktu yang bersamaan wow sekali,1,0.1,1.0,Negative,gagal beli tiket kali
good,4,0.7,0.6000000000000001,Positive,good
min ini appk masih berfungsi atau tidak kenapa sering kluar sendiri masuk sering gagal registrasi gagal trs skrg masuk malah gagal terus,1,0.0,0.0,Negative,fungsi kluar masuk gagal registrasi gagal trs skrg masuk gagal
entah siapa yang design ui dan uxnya buruk sekali,1,0.0,0.0,Negative,
tidak bisa mendaftartdk mendapatkan kode verifikasi,1,0.0,0.0,Negative,kode verifikasi
aplikasinya payah tidak membantu banget sudah masukin data bener tetep j g mau proses verifikasi juga tidak detil kenapa sih mesti ke sms g ke email j,1,0.0,0.0,Negative,aplikasi payah bantu masukin data bener tetep proses verifikasi mesti sms email
mass rapid transit nya luar biasa bagus nyaman tap maaf apk nya ngehe beli tiket gagal eh tidak tau nya malah beli tiket 2 kali ilang dah gopay ku otomatis uninstall,2,0.0,0.0,Negative,mass rapid transit bagus nyaman tap maaf apk beli tiket gagal eh tau beli tiket kali dah gopay uninstall
sudah masukin no hp tapi ko tidak dpt kode verifikasi yudh diulang berkali2,1,0.0,0.0,Negative,masukin hp ko kode verifikasi ulang
sangat mempermudah untuk menaiki mass rapid transit 👏👏,5,0.0,0.0,Positive,mudah mass rapid transit 
ribetttttt jangan di persulit donk bengkrak lho kalau di persulit gini,1,0.0,0.0,Negative,sulit donk sulit gin
apa banget sih aplikasi ini sudah masukin email sma nohp bnermlah katanya slah mulu pdhal sring bget naik mrtberharap ada ini jdi lbih gampangmlah tidak jelas,1,0.0,0.0,Negative,masukin email mulu
memudahkan,5,0.0,0.0,Positive,mudah
mantap,5,0.0,0.0,Positive,mantap
lokasi stasiun tidak bisa di liat konektivitas ngak bisa di buka,1,0.0,0.0,Negative,stasiun liat ngak buka
sudah bagus,5,0.0,0.0,Positive,bagus
memudahkan banget buat yang lupa tidak bawa kartu emoney tinggal tap doang beres membantu sekaliii,5,0.0,0.0,Positive,mudah lupa bawa kartu emoney tinggal tap doang beres bantu
ribet  sistem beli tiket kudu nentuin tujuan dulu di app tidak langsung potong kayak pake emoney rikues update berikutnya pake sistem kayak commuterline scan masuk gerbang sejumlah saldo otomatis di potong dan sisanya di refund pas keluar gate plus tambahin support nfc jadi tinggal tap hp kayak pake emoney,1,0.0,0.0,Negative,ribet sistem beli tiket tuju app langsung potong kayak pake emoney update pake sistem kayak scan masuk saldo potong refund pas tambahin tinggal tap hp kayak pake emoney
ok,5,0.5,0.5,Positive,
ni gimna gabsa akses selalu gangguan,2,0.0,0.0,Negative,ni akses ganggu
bagus kok tidak ada kendala,5,0.0,0.0,Positive,bagus kendala
mestinya modelnya jgn model beli tiket per perjalanan kalau lgsg potong dari ewallet tidak memungkinkan sebaiknya dibuat model saldo di aplikasi ini nah tinggal potong saat mau keluar stasiun lwt nfcqr code paling enak sih langsung potong saldo dari ewallet tinggal tap intap out saja gt,3,0.0,0.0,Neutral,mesti model jgn model beli tiket jalan lgsg potong ewallet model saldo tinggal potong stasiun lwt code enak langsung potong saldo ewallet tinggal tap
payah kalau nggak niat nggak usah buat lah kalau buat gayaan aja log in saja susah,1,0.0,0.0,Negative,payah niat log susah
susahx regist🤣🤣🤣,1,0.0,0.0,Negative,
kiranya sistemnya bakal auto potong saldo di ovo ato di dana ini mesti beli dulu tiket perjalanan dan baru bayar pake dana dan ovo repotttt saya tiap hari pulang pergi pake mass rapid transit kiranya bisa mempermudah ternyata ga,1,0.0,0.0,Negative,sistem auto potong saldo ovo dana mesti beli tiket jalan bayar pake dana ovo pulang pergi pake mass rapid transit mudah
ini aplikasi apa sih  selalu coba lagi  pdhl sudah 1 bln dan beberapa kali download tetep saja 👎,1,0.0,0.0,Negative,coba kali download tetep
aplikasi tidak dapat digunakan,1,0.0,0.0,Negative,
register sangat susah email dan nope sudah bener tapi di bilang salah via fb dan twtr juga filed trs ini aplikasi gunanya apa,1,0.0,0.0,Negative,register susah email bener bilang salah via trs guna
bagus tapi bagaimana cara memesan tiket lebih dari satu masih belum faham,5,0.0,0.0,Positive,bagus tiket
di resmikan oleh bapak presiden republik indonesia insinyur haji joko widodo,5,0.0,0.0,Positive,indonesia
mau nyoba dulu,4,0.0,0.0,Positive,nyoba
excellent banget,5,1.0,1.0,Positive,excellent
pembayaran nggak ada pake kartu kredit  debit,1,0.0,0.0,Negative,bayar pake kartu debit
tap lupa password masukkan nomor handphone sudsh benar tapi tetap dianggap format no handphone yang dimasukkan salah,1,0.0,0.0,Negative,tap lupa password masuk nomor handphone anggap handphone masuk salah
tetap semangat,5,0.0,0.0,Positive,
good,5,0.7,0.6000000000000001,Positive,good
very good,5,0.9099999999999999,0.7800000000000001,Positive,good
mass rapid transit ny tlg bsa d instal lg yaa tlg d instal lg biar tidak nyebelin,5,0.0,0.0,Positive,mass rapid transit ny bsa instal lg instal lg biar
aplikasi sudah informatif cuma sayangnya kenapa seakanakan dibuat asal jadi yah,2,0.0,0.0,Negative,sayang yah
kapan sih saldonya bisa di isi di aplikasi mrt katanya bisa pakai e wallet di mass rapid transit,1,0.0,0.0,Negative,saldo isi pakai wallet mass rapid transit
mau cek jadwal mass rapid transit tidak bisa,2,0.0,0.0,Negative,cek jadwal mass rapid transit
maaf 2 bintang dlu karna setelah install aplikasi error terus selalu kembali ke halaman awal,2,0.0,0.0,Negative,maaf bintang dlu karna install error halaman
baik,3,0.0,0.0,Neutral,
kenapa ya force close terus ,3,0.0,0.0,Neutral,force close
sangat bagus,5,0.0,0.0,Positive,bagus
sangat bagus aplikasi ini juga tau mass rapid transit,5,0.0,0.0,Positive,bagus tau mass rapid transit
belum ada informasi jadwal keberangkatan,3,0.0,0.0,Neutral,informasi jadwal berangkat
update lagi dengan alarm kedatangan alarm keberangkatan dan alarm ketika mau sampai stasiun tujuan,5,0.0,0.0,Positive,update alarm datang alarm berangkat alarm stasiun tuju
sangat membantu,5,0.0,0.0,Positive,bantu
bagus,5,0.0,0.0,Positive,bagus
membantu informasi jadwal mass rapid transit,5,0.0,0.0,Positive,bantu informasi jadwal mass rapid transit
bagoouuussss 👍,5,0.0,0.0,Positive,
sae pisan jkt aya mass rapid transit,5,0.0,0.0,Positive,mass rapid transit
senang setelah ada mass rapid transit ke mana jadi lebih gampang,4,0.0,0.0,Positive,senang mass rapid transit gampang
sangat membantu,5,0.0,0.0,Positive,bantu
cukup bagus oke mantap,3,0.0,0.0,Neutral,bagus oke mantap
mudah2an untuk daerah bekasi cepat rampung karena macet terus di tol 😂😂😂😂,5,0.0,0.0,Positive,cepat macet 
bagus,5,0.0,0.0,Positive,bagus
bagus tapi infomasi nya belum lengkap untuk posisi kereta bisa dengan livestreaming layar occ,3,0.0,0.0,Neutral,bagus lengkap kereta
sangat ok,5,0.5,0.5,Positive,
bagus untuk yang suka naik mass rapid transit jakarta,5,0.0,0.0,Positive,bagus suka mass rapid transit jakarta
anjayyy,5,0.0,0.0,Positive,
athir,5,0.0,0.0,Positive,
lebih baik,5,0.0,0.0,Positive,
kasih estimasi waktu keberangkatan selanjutnya dari setasiun yang dipilih dong,4,0.0,0.0,Positive,berangkat pilih
hati senang mass rapid transit larinya suooos banter sekencang onta nyengir ngiiiie,5,0.0,0.0,Positive,senang mass rapid transit
uninstal dulu point saya yang di aplikasi terdahulu sudah 171 point di tanya bisa buat apa tidak ada jawaban di ig mass rapid transit jakarta pas instal yang baru point jadi nol  dianggap pengguna tamu mulu tulisan kecil kolom berita  berbayang tidak ke baca,1,0.0,0.0,Negative,point point mass rapid transit jakarta pas instal point anggap guna mulu tulis
mantul mantap betul,5,0.0,0.0,Positive,mantul mantap
good,5,0.7,0.6000000000000001,Positive,good
mass rapid transit memang bagus untuk trsnsportasi masal,5,0.0,0.0,Positive,mass rapid transit bagus
coba,2,0.0,0.0,Negative,coba
yakin ni aman aplikasinya kalau ya mantap jiwa🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,4,0.0,0.0,Positive,ni aman aplikasi mantap
kacau saya brangkat kantor hr rabu 3 april 2019 di bunderan hi pintu keluar ke pertamina ditutup 2 cuma dibuka 1 arah pullman petugas kurang manajemen antrian kacau selama gratis kemarin seharusnya sekaligus edukasi bagaimana memperlakukan tempat duduk disabilitas bagaimana naik eskalator dan antri masuk loading gate masih 7 detik responnya saya tidak tau nanti kalau tarif normal dan peak kaya apa,1,0.15,0.6499999999999999,Negative,kacau kantor pintu tutup buka arah tugas manajemen antri kacau gratis kemarin laku antri masuk loading tau kaya
good,5,0.7,0.6000000000000001,Positive,good
sangat mengagumkan,5,0.0,0.0,Positive,
نعم،هذ ه bagus,5,0.0,0.0,Positive, bagus
tidak bisa download,3,0.0,0.0,Neutral,download
terbaik,5,0.0,0.0,Positive,baik
bagus,4,0.0,0.0,Positive,bagus
kereen,5,0.0,0.0,Positive,kereen
😇😇😇😇😇😇👍👍👍👍👍👍👍,5,0.0,0.0,Positive,
mass rapid transit nyaman banget,5,0.0,0.0,Positive,mass rapid transit nyaman
keretanya cukup nyamankecepatan juga cukup budaya naik kereta yang mesti terus diedukasitermasuk menjaga kebersihan,4,0.0,0.0,Positive,kereta kereta mesti bersih
terlalu lama untuk antrian nya kasihan yang lansian ibu hamil dan anak kecil,2,0.0,0.0,Negative,antri anak
kok saya gabisa bikin akun ya diklik gabisa terus di akunnya,3,0.0,0.0,Neutral,gabisa bikin akun klik gabisa akun
susah bener,1,0.0,0.0,Negative,susah bener
good,4,0.7,0.6000000000000001,Positive,good
mass rapid transit oke bnget,5,0.0,0.0,Positive,mass rapid transit oke
ok,5,0.5,0.5,Positive,
bagus aplikasinya tingkatkan terus pelayanan kereta mrtnya,5,0.0,0.0,Positive,bagus aplikasi tingkat layan kereta mrtnya
good n flash service,5,0.7,0.6000000000000001,Positive,good
tidak bisa login 👎,1,0.0,0.0,Negative,login
akhirnya indonesia memiliki transportasi massal yang berkelas,5,0.0,0.0,Positive,indonesia milik transportasi kelas
alhamdulillah sudah merasakan naik mrtjakarta semuanya serba tertib teratur dan yang paling penting cepat  bebas dari kemacetan,5,0.0,0.0,Positive,alhamdulillah tertib atur cepat macet
nyaman dan cepat,5,0.0,0.0,Positive,nyaman cepat
bangga,5,0.0,0.0,Positive,bangga
coba dulu ahh,4,0.0,0.0,Positive,coba
ribet banget buat beli tiket,1,0.0,0.0,Negative,ribet beli tiket
bagus dan lancar,5,0.0,0.0,Positive,bagus lancar
belum lengkap,3,0.0,0.0,Neutral,lengkap
mantulbersihnyamanaman,5,0.0,0.0,Positive,
sesuai dengan wakru yang singkat,5,0.0,0.0,Positive,sesuai
keren canggih lucu aman tertib bersih nyaman ramah disabilitas cepat sekali tepat waktu indonesia maju wifi 5g 4g fasilitas umum hrs lengkap kereeeeeeeeeeen sekaliiiiiiiiiiiiiiii,5,0.0,0.0,Positive,keren aman tertib bersih nyaman ramah cepat indonesia maju wifi fasilitas hrs lengkap
semoga aplikasi ini lancar dan mudah,5,0.0,0.0,Positive,moga lancar mudah
apakah kita hanya bisa menggunakan aplikasi ini sebagai pengguna tamu saja,3,0.0,0.0,Neutral,guna
ntuk prtama kalix yang bgitu menakjubkan 😂🤣😂🤣😂,1,0.0,0.0,Negative,
nyaman dan okk bngt mass rapid transit,5,0.0,0.0,Positive,nyaman mass rapid transit
mantaf,5,0.0,0.0,Positive,
ayo naik mass rapid transit jakarta,5,0.0,0.0,Positive,mass rapid transit jakarta
mantab,5,0.0,0.0,Positive,mantab
ok mass rapid transit,3,0.5,0.5,Neutral,mass rapid transit
aplikasi nya kok belum stabil ya susah sekali untuk di akses,2,0.0,0.0,Negative,susah akses
kyanya ini masih tahap pengembangan deh buktinya gue tidak bisa enter username gpp gue tunggu updatenya deh👍,3,0.0,0.0,Neutral,kembang tunggu
ini kenapa malah bikin updatenya buat aplikasi baru 😑 pantesan saja server off yang aplikasi download versi awal,4,0.0,0.0,Positive,bikin server download versi
sangat membantu perjalanan dengan aman lancar dan nyaman semoga tetap jaya mrt,5,0.0,0.0,Positive,bantu jalan aman lancar nyaman moga jaya
bagus sekali perjalanan lebih cepat,5,0.0,0.0,Positive,bagus jalan cepat
saat saya klik login kok langsung login ya tanpa ada username dan password apakah aman dan jika ingin cek saldo atau isi ulang jadi tidak tahun ke akunkartu siapa yang akan masuk mohon revisi mas jika memang hanya untuk informasi layaknya mobile apps lainnya yang sejenis untuk halaman depan tak perlu lagi ada button login,1,0.0,0.0,Negative,klik login langsung login password aman cek saldo isi ulang masuk mohon informasi apps halaman login
luar biasa mantap,5,0.0,0.0,Positive,mantap
bagus,5,0.0,0.0,Positive,bagus
sayang sekali pas sudah pencet login tapi tidak bisa masuk,1,0.0,0.0,Negative,sayang pas login masuk
keduax gan 👍,5,0.0,0.0,Positive,gan
pertamax gan,5,0.0,0.0,Positive,gan
