content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,indonesian_sentiment,clean_text_final
sudah sampai × lebih daftar di apk ini tapi gabisa entah kenapa selalu failed daftarnya tapi giliran pakai data ibu saya lgsg bisa ini kenapa ya tolong di tingkatkan lagi,1,-0.5,0.3,Negative,0,daftar apk gabisa failed daftar gilir pakai data lgsg tingkat
waw,4,0.0,0.0,Positive,0,
ok,5,0.5,0.5,Positive,0,
pertahankan kebersihan dan tingkatkan fasilitas di setiap station pemberhentian aamin,5,0.0,0.0,Positive,0,tahan bersih tingkat fasilitas aamin
pak anies baswedan,4,0.0,0.0,Positive,0,anies baswedan
hem,5,0.0,0.0,Positive,0,
ok,2,0.5,0.5,Negative,0,
belum coba,4,0.0,0.0,Positive,0,coba
sangat bermanfat bagi pertama kali mengunakan maupun berharihari,5,0.0,0.0,Positive,0,bermanfat kali mengunakan
aplikasi god,5,0.0,0.0,Positive,0,god
ok oce,5,0.5,0.5,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
keren,5,0.0,0.0,Positive,1,keren
mantap,5,0.0,0.0,Positive,1,mantap
oke,4,0.0,0.0,Positive,0,
sering ganguan pembayaran ovo,1,0.0,0.0,Negative,0,ganguan bayar ovo
god,4,0.0,0.0,Positive,0,god
sangat membantu,5,0.0,0.0,Positive,0,bantu
bagus dan tingkatkan lagi,5,0.0,0.0,Positive,1,bagus tingkat
sangat membantu dalam proses transaksi perjalanan,5,0.0,0.0,Positive,0,bantu proses transaksi jalan
baik,4,0.0,0.0,Positive,1,
suport it yang sangat bermanfat,5,0.0,0.0,Positive,0,suport bermanfat
moda transportasi yang amanaply g ribet,5,0.0,0.0,Positive,0,moda transportasi ribet
untuk riwayat tiket up date terbaru mohon tangal dan jam keberangkatan dan kedatangan jangan dihilangkan dong,5,0.0,0.0,Positive,0,tiket baru mohon tangal jam berangkat datang hilang
sangat sulit dan tidak ada pelayanan pembelian tiket ,1,0.0,0.0,Negative,-1,sulit layan beli tiket
bermanfat update sangat,5,0.0,0.0,Positive,0,bermanfat update
god,5,0.0,0.0,Positive,0,god
baik,5,0.0,0.0,Positive,1,
ngebantu sangat buat beli tiket kalau tidak bawa kartu,5,0.0,0.0,Positive,0,ngebantu beli tiket bawa kartu
semoga bermanfat dengan baik upgradenya semoga terus berkembang tanpa bug,5,0.0,0.0,Positive,0,moga bermanfat moga kembang bug
masih setia pakai mass rapid transit dong dari rumah ke stasiun fatmawati tingal jalan kaki,5,0.0,0.0,Positive,0,pakai mass rapid transit rumah stasiun tingal jalan kaki
hm baru download sudah keburu beli tiket yang multitrip nya,5,0.0,0.0,Positive,0,hm download beli tiket multitrip
god sekali,5,0.0,0.0,Positive,0,god
msh pelajari aplikasi nya,5,0.0,0.0,Positive,0,msh ajar
baru instal jadi belum tau sebagus apa fitur aplikasinya,4,0.0,0.0,Positive,1,instal bagus fitur
bagus,4,0.0,0.0,Positive,1,bagus
mantap jon,5,0.0,0.0,Positive,1,mantap
aplikasi okey,5,0.0,0.0,Positive,0,okey
nice,5,0.6,1.0,Positive,0,nice
sangat membatu,5,0.0,0.0,Positive,0,batu
ibib,5,0.0,0.0,Positive,0,
sangat bagus dan membantu,5,0.0,0.0,Positive,1,bagus bantu
thank you,5,0.0,0.0,Positive,0,
mantap,5,0.0,0.0,Positive,1,mantap
bagus sangat aplikasinya mempermudah pemesanan untuk naik mass rapid transit dan krl di jakarta,5,0.0,0.0,Positive,1,bagus mudah mass rapid transit krl jakarta
aplikasi bagus sangat dan sukses bagi pembuatnya karena bisa beroperasi dengan lancar tanpa ada masalah,5,0.0,0.0,Positive,1,bagus sukses buat lancar
sangat membantu,5,0.0,0.0,Positive,0,bantu
sukses terus buat mrtj kedepan nya,5,0.0,0.0,Positive,0,sukses depan
mantap,5,0.0,0.0,Positive,1,mantap
nice,5,0.6,1.0,Positive,0,nice
bagus,5,0.0,0.0,Positive,1,bagus
kumon,5,0.0,0.0,Positive,0,
mantap sangat membantu tidak pakai mahal belu kartunya,5,0.0,0.0,Positive,1,mantap bantu pakai mahal kartu
love,5,0.5,0.6,Positive,0,love
god,5,0.0,0.0,Positive,0,god
sangat membantu,4,0.0,0.0,Positive,0,bantu
ok,5,0.5,0.5,Positive,0,
aplikasi tidak dapat digunakan,1,0.0,0.0,Negative,0,
coba dulu kalo bagus saya kasih nilai,4,0.0,0.0,Positive,1,coba kalo bagus
sangat buruksysaj masuk ke aplikasi,1,0.0,0.0,Negative,-1,masuk
bagus,5,0.0,0.0,Positive,1,bagus
mantap dan sangat terbantu dalam dalam perjalanan  tujuan ,5,0.0,0.0,Positive,1,mantap bantu jalan tuju
sangat bagus,5,0.0,0.0,Positive,1,bagus
mantul,5,0.0,0.0,Positive,0,mantul
bagus,5,0.0,0.0,Positive,1,bagus
mrtlux rapi bersihmantul bangetseperti mass rapid transit singapore usul kedepan diperbanyak untuk yang bayar tiketnya pakai fasilitas tidak hanya link aja tapi juga ovo dana gopayitu ajadari sayasukses slalu mass rapid transit,5,0.0,0.0,Positive,0,mass rapid transit depan banyak bayar tiket pakai fasilitas link ovo dana mass rapid transit
bagus dan bermanfat,5,0.0,0.0,Positive,1,bagus bermanfat
aplikasi ini sangat bagus dan berguna sekali,5,0.0,0.0,Positive,1,bagus guna
lumayan bagus,5,0.0,0.0,Positive,1,lumayan bagus
keren,5,0.0,0.0,Positive,1,keren
sangat praktisbaguscepat,5,0.0,0.0,Positive,1,
aplikasinya membantu sangat,5,0.0,0.0,Positive,0,bantu
sangat membantu penguna dalam pembayaran untuk naik mass rapid transit,5,0.0,0.0,Positive,0,bantu penguna bayar mass rapid transit
benar benar membantu sebagai etiket buat naik mass rapid transit,5,0.0,0.0,Positive,0,bantu mass rapid transit
,2,0.0,0.0,Negative,0,
,4,0.0,0.0,Positive,0,
mau daftar nga masukmasuk no sandi smsnyatingkatin ya sama permudah yang mau daftar baru,1,0.0,0.0,Negative,1,daftar nga mudah daftar
aplikasi tidak jelas saldo sudah kepotong malah eror niat tidak sih hadeh,1,0.0,0.0,Negative,0,saldo potong eror niat hadeh
jeda antar kereta dari menit malah jadi menit ini malah numpuk penumpang yang nungu di stasiun mass rapid transit dan di dalam kereta katanya psb  katanya masyarakat disuruh tat aturan psb tapi manajemen mass rapid transit kok malah bikin penumpangnya numpuk dimana lah logika nya ini manajemen mrt,1,0.0,0.0,Negative,0,kereta menit menit numpuk tumpang nungu stasiun mass rapid transit kereta psb masyarakat suruh atur psb manajemen mass rapid transit bikin tumpang numpuk manajemen
otp tidak masuk,1,0.0,0.0,Negative,0,otp masuk
nyaman dan cepat,5,0.0,0.0,Positive,1,nyaman cepat
nunguin notif vertivikasi sms tidak muncul katro dah,1,0.0,0.0,Negative,0,notif sms muncul katro dah
banyak bug nya apa gimana sih keyboard gabisa muncul ngeklik tidak jalan  padahal sinyal bagus gajelas,1,0.0,0.0,Negative,0,bug gimana gabisa muncul jalan sinyal bagus gajelas
ribet harus minta code angka verifikasi bt scan link harus nya seperti krl simpel goyang hp tingal scan tolong di permudah sistem nya,1,0.0,0.0,Negative,1,ribet code verifikasi scan link krl hp tingal scan mudah sistem
pernah coba pake aplikasi ini buat beli tiket padahal bawa flash waktu itu eh ternyata ngebantu juga lancar keren,5,0.0,0.0,Positive,1,coba pake beli tiket bawa flash eh ngebantu lancar keren
finalyi love this ap,5,0.5,0.6,Positive,0,love ap
gajelas dah baru di unduh tapi gabisa kebuka setiap mo dibuka ke back mulu lagian knp hrs beli tiket kaya gini si bagus bagus di loket aja mempersulit aje mohon perbaiki,1,0.0,0.0,Negative,1,gajelas dah unduh gabisa buka buka mulu knp hrs beli tiket kaya gin si bagus bagus loket sulit mohon baik
god,5,0.0,0.0,Positive,0,god
coba beberapa kali buat akun tidak dapat nomor verifikasi padahal sinyal bagus alamat email no hp dan pas sudah benar mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat,1,0.0,0.0,Negative,1,coba kali akun nomor verifikasi sinyal bagus email hp pas mohon tingkat sistem mudah akses masyarakat
lebih simple,5,0.0,0.35714285714285715,Positive,0,simple
mudah digunakan bayar mengunakan gopay lancar,5,0.0,0.0,Positive,1,mudah bayar mengunakan gopay lancar
masa pas mau bayar pake link saja disuruh masukin kode verifikasi yang dikirim via sms baru juga masuk sms nya tutup bentar ap mass rapid transit buat liat kode di sms ap mass rapid transit nya malah kembali ke beranda awal gitu saja terus sampai tidak kebayarbayarb tu tiket,1,0.0,0.0,Negative,0,pas bayar pake link suruh masukin kode verifikasi kirim via sms masuk sms tutup bentar ap mass rapid transit liat kode sms ap mass rapid transit gitu tiket
beli tiket keluarnya tiket di tujuan yang sama saldo gopay kepotong x habis di update aplikasi nge blank tidak bisa di buka,1,0.0,0.0,Negative,0,beli tiket tiket tuju saldo gopay potong habis update nge buka
mantap aplikasi mrtnya,5,0.0,0.0,Positive,1,mantap mrtnya
mohon diperbaiki lagi sistem tiketnya jikalau sudah jam tutup mrt agar tidak bisa dilakukan transaksi pembelian karena saya waktu itu sudah membeli tiket tapi mass rapid transit sudah tutup karena jam wekend sat pandemi hanya jam dan saya sudah beli tiket sebelum sampai mrt dan banyak yang mengalami dan tiket tidak bisa direfund semoga bisa dijadikan masukan dan lebih baik lagi,4,0.0,0.0,Positive,1,mohon baik sistem tiket jam tutup transaksi beli beli tiket mass rapid transit tutup jam sat jam beli tiket tiket direfund moga jadi masuk
bagus min tapi tambahkan gamenya atau ganti gamenya jgn itu itu terus bosen,4,0.0,0.0,Positive,1,bagus tambah gamenya ganti gamenya jgn
sudah di update tapi gabisa payment jadi terlambat tolong benahi aplikasinya deh,2,0.0,0.0,Negative,-1,update gabisa payment lambat benah
kereta oke aplikasi interfacenya ok pertahankan,5,0.5,0.5,Positive,0,kereta interfacenya tahan
aneh,1,0.0,0.0,Negative,0,aneh
ribet harus instal aplikasi segala dan linknya harus terhubung,3,0.0,0.0,Neutral,0,ribet instal hubung
ini aplikasi kok tidak bisa buat akun ya isi email dan nomor telepon yang benar kok gagal buat akun sih,1,0.0,0.0,Negative,-1,akun isi email nomor telepon gagal akun
aplikasi terkadang eror sudah melakukan pembayaran tiket tetapi tidak muncul barcode dan saldo tetap terpotong hm kecewa,1,0.0,0.0,Negative,-1,eror bayar tiket muncul barcode saldo potong hm kecewa
sangat berguna,5,0.0,0.0,Positive,0,guna
aplikasi eror mulu distasiun blok a ngak bisa dipake sekalinya bisa lemotselalu dibilang ngk ada internet padahal wa youtube yang lain nya bisa dulu dulu bagus ngak ada hambatan sekarang kok berubah,1,0.0,0.0,Negative,0,eror mulu stasiun blok ngak dipake bilang ngk internet wa bagus ngak hambat ubah
pelayanan buruktidak ada pemberitahuan dari awal kenapa jam terakhir pemberangkatan terakhir jam malam jam  sudah hbsudh beli tiket hanguskecewa intinyamrt perlu di perbaiki lagi layananya,1,0.0,0.0,Negative,-1,layan pemberitahuan jam berangkat jam malam jam beli tiket baik
tolong dong untuk update lgi untuk jumlah tiket,4,0.0,0.0,Positive,0,update lgi tiket
kok tidak bisa masuk aplikasinya ya,1,0.0,0.0,Negative,0,masuk
mohon maf tolong kasih info kalau mass rapid transit tutup jam berapanya karena mass rapid transit ini tutup minim info banget kaya hr ini oktober tutup jam yang biasanya jam tutup jadi saya sudah pesen tiket jam set pas dateng ke stasiunya tutup tolong dong kalau mass rapid transit tutup aplikasi juga dikasih notif supaya tidak bisa beli tiketudah gitu gada notifbeli tiket pas mass rapid transit tutup masih bisa dibeligabisa refund juga,1,0.0,0.0,Negative,0,mohon maf info mass rapid transit tutup jam mass rapid transit tutup minim info kaya hr tutup jam jam tutup tiket jam set pas tutup mass rapid transit tutup kasih notif beli gitu gada tiket pas mass rapid transit tutup refund
almar rajendra khansa xl tbg,5,0.0,0.0,Positive,0,
saya pernah gagal dalam pembelian tiket dua kali dalam waktu yang bersaman wow sekali,1,0.1,1.0,Negative,-1,gagal beli tiket kali
god,4,0.0,0.0,Positive,0,god
min ini apk masih berfungsi atau tidak kenapa sering kluar sendiri masuk sering gagal registrasi gagal trs sekarang masuk malah gagal terus,1,0.0,0.0,Negative,-1,apk fungsi kluar masuk gagal registrasi gagal trs masuk gagal
entah siapa yang design ui dan uxnya buruk sekali,1,0.0,0.0,Negative,-1,ui
tidak bisa mendaftartdk mendapatkan kode verifikasi,1,0.0,0.0,Negative,0,kode verifikasi
aplikasinya payah tidak membantu banget sudah masukin data bener tetep j g mau proses verifikasi juga tidak detil kenapa sih mesti ke sms g ke email j,1,0.0,0.0,Negative,0,payah bantu masukin data bener tetep proses verifikasi mesti sms email
mass rapid transit nya luar biasa bagus nyaman tap maf apk nya ngehe beli tiket gagal eh tidak tau nya malah beli tiket kali ilang dah gopay ku otomatis uninstal,2,0.0,0.0,Negative,0,mass rapid transit bagus nyaman tap maf apk beli tiket gagal eh beli tiket kali ilang dah gopay ku otomatis uninstal
sudah masukin no hp tapi ko tidak dapat kode verifikasi yudh diulang berkali,1,0.0,0.0,Negative,0,masukin hp ko kode verifikasi ulang kali
sangat mempermudah untuk menaiki mass rapid transit,5,0.0,0.0,Positive,1,mudah mass rapid transit
ribet jangan di persulit donk bengkrak lho kalau di persulit gini,1,0.0,0.0,Negative,-1,ribet sulit donk sulit gin
apa sangat sih aplikasi ini sudah masukin email sma nohp bnermlah katanya slah mulu pdhal sring bget naik mrtberharap ada ini jdi lbih gampangmlah tidak jelas,1,0.0,0.0,Negative,0,masukin email sma mulu jdi
memudahkan,5,0.0,0.0,Positive,1,mudah
mantap,5,0.0,0.0,Positive,1,mantap
lokasi stasiun tidak bisa di liat konektivitas ngak bisa di buka,1,0.0,0.0,Negative,0,stasiun liat ngak buka
sudah bagus,5,0.0,0.0,Positive,1,bagus
memudahkan sangat buat yang lupa tidak bawa kartu emoney tingal tap doang beres membantu sekali,5,0.0,0.0,Positive,1,mudah lupa bawa kartu emoney tingal tap doang beres bantu
ribet  sistem beli tiket kudu nentuin tujuan dulu di ap tidak langsung potong kayak pake emoney rikues update berikutnya pake sistem kayak comuterline scan masuk gerbang sejumlah saldo otomatis di potong dan sisanya di refund pas keluar gate plus tambahin suport nfc jadi tingal tap hp kayak pake emoney,1,0.0,0.0,Negative,0,ribet sistem beli tiket tuju ap langsung potong kayak pake emoney update pake sistem kayak scan masuk saldo otomatis potong sisa refund pas gate tambahin suport tingal tap hp kayak pake emoney
ok,5,0.5,0.5,Positive,0,
ni gimna gabsa akses selalu ganguan,2,0.0,0.0,Negative,0,ni akses ganguan
bagus kok tidak ada kendala,5,0.0,0.0,Positive,1,bagus kendala
mestinya modelnya jgn model beli tiket per perjalanan kalau lgsg potong dari ewalet tidak memungkinkan sebaiknya dibuat model saldo di ap ini nah tingal potong sat mau keluar stasiun lwt nfcqr code paling enak sih langsung potong saldo dari ewalet tingal tap intap out saja gt,3,0.0,0.0,Neutral,1,mesti model jgn model beli tiket jalan lgsg potong ewalet model saldo ap tingal potong sat stasiun lwt code enak langsung potong saldo ewalet tingal tap
payah kalau ngak niat ngak usah buat lah kalau buat gayaan aja log in saja susah,1,0.0,0.0,Negative,0,payah ngak niat ngak log susah
susahx regist,1,0.0,0.0,Negative,0,
kiranya sistemnya bakal auto potong saldo di ovo ato di dana ini mesti beli dulu tiket perjalanan dan baru bayar pake dana dan ovo repot saya tiap hari pulang pergi pake mass rapid transit kiranya bisa mempermudah ternyata ga,1,0.0,0.0,Negative,1,sistem auto potong saldo ovo dana mesti beli tiket jalan bayar pake dana ovo repot pulang pergi pake mass rapid transit mudah
ini aplikasi apa sih  selalu coba lagi  padahal sudah bln dan brp kali download tetep saja,1,0.0,0.0,Negative,0,coba kali download tetep
aplikasi tidak dapat digunakan,1,0.0,0.0,Negative,0,
register sangat susah email dan nope sudah bener tapi di bilang salah via fb dan twtr juga filed trs ini aplikasi gunanya apa,1,0.0,0.0,Negative,0,register susah email bener bilang salah via trs guna
bagus tapi bagaimana cara memesan tiket lebih dari satu masih belum faham,5,0.0,0.0,Positive,1,bagus mes tiket
di resmikan oleh bapak presiden republik indonesia insinyur haji joko widodo,5,0.0,0.0,Positive,0,resmi indonesia
mau nyoba dulu,4,0.0,0.0,Positive,0,nyoba
excelent sangat,5,0.0,0.0,Positive,0,excelent
pembayaran ngak ada pake kartu kredit  debit,1,0.0,0.0,Negative,0,bayar ngak pake kartu kredit debit
tap lupa pasword masukan nomor handphone sudsh benar tapi tetap diangap format no handphone yang dimasukan salah,1,0.0,0.0,Negative,0,tap lupa pasword masuk nomor handphone diangap handphone masuk salah
tetap semangat,5,0.0,0.0,Positive,0,semangat
god,5,0.0,0.0,Positive,0,god
very god,5,0.2,0.3,Positive,0,god
mass rapid transit nya tlg bsa d instal lagi ya tlg d instal lagi biar tidak nyebelin,5,0.0,0.0,Positive,0,mass rapid transit tlg bsa instal tlg instal biar
aplikasi sudah informatif cuma sayangnya kenapa seakanakan dibuat asal jadi yah,2,0.0,0.0,Negative,0,sayang yah
kapan sih saldonya bisa di isi di aplikasi mrt katanya bisa pakai e walet di mass rapid transit,1,0.0,0.0,Negative,0,saldo isi pakai walet mass rapid transit
mau cek jadwal mass rapid transit tidak bisa,2,0.0,0.0,Negative,0,cek jadwal mass rapid transit
maf bintang dlu karna setelah instal ap eror terus selalu kembali ke halaman awal,2,0.0,0.0,Negative,0,maf bintang dlu karna instal ap eror halaman
baik,3,0.0,0.0,Neutral,1,
kenapa ya force close terus ,3,0.0,0.0,Neutral,0,force close
sangat bagus,5,0.0,0.0,Positive,1,bagus
sangat bagus aplikasi ini juga tau mass rapid transit,5,0.0,0.0,Positive,1,bagus mass rapid transit
belum ada informasi jadwal keberangkatan,3,0.0,0.0,Neutral,0,informasi jadwal berangkat
update lagi dengan alarm kedatangan alarm keberangkatan dan alarm ketika mau sampai stasiun tujuan,5,0.0,0.0,Positive,0,update alarm datang alarm berangkat alarm stasiun tuju
sangat membantu,5,0.0,0.0,Positive,0,bantu
bagus,5,0.0,0.0,Positive,1,bagus
membantu informasi jadwal mass rapid transit,5,0.0,0.0,Positive,0,bantu informasi jadwal mass rapid transit
bagous,5,0.0,0.0,Positive,0,
sae pisan jkt aya mass rapid transit,5,0.0,0.0,Positive,0,jkt mass rapid transit
senang setelah ada mass rapid transit ke mana jadi lebih gampang,4,0.0,0.0,Positive,1,senang mass rapid transit gampang
sangat membantu,5,0.0,0.0,Positive,0,bantu
cukup bagus oke mantap,3,0.0,0.0,Neutral,1,bagus mantap
mudahan untuk daerah bekasi cepat rampung karena macet terus di tol,5,0.0,0.0,Positive,1,mudah daerah cepat macet tol
bagus,5,0.0,0.0,Positive,1,bagus
bagus tapi infomasi nya belum lengkap untuk posisi kereta bisa dengan livestreaming layar oc,3,0.0,0.0,Neutral,1,bagus lengkap kereta layar
sangat ok,5,0.5,0.5,Positive,0,
bagus untuk yang suka naik mass rapid transit jakarta,5,0.0,0.0,Positive,1,bagus suka mass rapid transit jakarta
anjay,5,0.0,0.0,Positive,0,
athir,5,0.0,0.0,Positive,0,
lebih baik,5,0.0,0.0,Positive,1,
kasih estimasi waktu keberangkatan selanjutnya dari setasiun yang dipilih dong,4,0.0,0.0,Positive,0,berangkat setasiun pilih
hati senang mass rapid transit larinya suos banter sekencang onta nyengir ngie,5,0.0,0.0,Positive,1,senang mass rapid transit
uninstal dulu point saya yang di ap terdahulu sudah point di tanya bisa buat apa tidak ada jawaban di ig mass rapid transit jakarta pas instal yang baru point jadi nol  diangap penguna tamu mulu tulisan kecil kolom berita  berbayang tidak ke baca,1,0.0,0.0,Negative,0,uninstal point ap point mass rapid transit jakarta pas instal point diangap penguna tamu mulu tulis baca
mantul mantap betul,5,0.0,0.0,Positive,1,mantul mantap
god,5,0.0,0.0,Positive,0,god
mass rapid transit memang bagus untuk trsnsportasi masal,5,0.0,0.0,Positive,1,mass rapid transit bagus masal
coba,2,0.0,0.0,Negative,0,coba
yakin ni aman aplikasinya kalau ya mantap jiwa,4,0.0,0.0,Positive,1,ni aman mantap jiwa
kacau saya brangkat kantor hr rabu april  di bunderan hi pintu keluar ke pertamina ditutup cuma dibuka arah pulman petugas kurang manajemen antrian kacau selama gratis kemarin seharusnya sekaligus edukasi bagaimana memperlakukan tempat duduk disabilitas bagaimana naik eskalator dan antri masuk loading gate masih detik responya saya tidak tau nanti kalau tarif normal dan peak kaya apa,1,0.15,0.6499999999999999,Negative,0,kacau kantor hr pintu tutup buka arah tugas manajemen antri kacau gratis kemarin laku disabilitas antri masuk loading gate kaya
god,5,0.0,0.0,Positive,0,god
sangat mengagumkan,5,0.0,0.0,Positive,0,
نعم،هذ ه bagus,5,0.0,0.0,Positive,1, bagus
tidak bisa download,3,0.0,0.0,Neutral,0,download
terbaik,5,0.0,0.0,Positive,1,baik
bagus,4,0.0,0.0,Positive,1,bagus
keren,5,0.0,0.0,Positive,1,keren
,5,0.0,0.0,Positive,0,
mass rapid transit nyaman sangat,5,0.0,0.0,Positive,0,mass rapid transit nyaman
keretanya cukup nyamankecepatan juga cukup budaya naik kereta yang mesti terus diedukasitermasuk menjaga kebersihan,4,0.0,0.0,Positive,1,kereta kereta mesti jaga bersih
terlalu lama untuk antrian nya kasihan yang lansian ibu hamil dan anak kecil,2,0.0,0.0,Negative,0,antri anak
kok saya gabisa bikin akun ya diklik gabisa terus di akunya,3,0.0,0.0,Neutral,0,gabisa bikin akun klik gabisa aku
susah bener,1,0.0,0.0,Negative,0,susah bener
god,4,0.0,0.0,Positive,0,god
mass rapid transit oke bnget,5,0.0,0.0,Positive,0,mass rapid transit bnget
ok,5,0.5,0.5,Positive,0,
bagus aplikasinya tingkatkan terus pelayanan kereta mrtnya,5,0.0,0.0,Positive,1,bagus tingkat layan kereta mrtnya
god n flash service,5,0.0,0.0,Positive,0,god flash
tidak bisa login,1,0.0,0.0,Negative,0,login
akhirnya indonesia memiliki transportasi masal yang berkelas,5,0.0,0.0,Positive,0,indonesia milik transportasi masal kelas
alhamdulilah sudah merasakan naik mrtjakarta semuanya serba tertib teratur dan yang paling penting cepat  bebas dari kemacetan,5,0.0,0.0,Positive,1,alhamdulilah serba tertib atur cepat macet
nyaman dan cepat,5,0.0,0.0,Positive,1,nyaman cepat
banga,5,0.0,0.0,Positive,0,banga
coba dulu ah,4,0.0,0.0,Positive,0,coba
ribet sangat buat beli tiket,1,0.0,0.0,Negative,0,ribet beli tiket
bagus dan lancar,5,0.0,0.0,Positive,1,bagus lancar
belum lengkap,3,0.0,0.0,Neutral,0,lengkap
mantulbersihnyamanaman,5,0.0,0.0,Positive,0,
sesuai dengan wakru yang singkat,5,0.0,0.0,Positive,0,sesuai singkat
keren cangih lucu aman tertib bersih nyaman ramah disabilitas cepat sekali tepat waktu indonesia maju wifi g g fasilitas umum hrs lengkap keren sekali,5,0.0,0.0,Positive,1,keren cangih lucu aman tertib bersih nyaman ramah disabilitas cepat indonesia maju wifi fasilitas hrs lengkap keren
semoga aplikasi ini lancar dan mudah,5,0.0,0.0,Positive,1,moga lancar mudah
apakah kita hanya bisa mengunakan aplikasi ini sebagai penguna tamu saja,3,0.0,0.0,Neutral,0,mengunakan penguna tamu
ntuk prtama kalix yang bgitu menakjubkan,1,0.0,0.0,Negative,0,
nyaman dan ok bngt mass rapid transit,5,0.5,0.5,Positive,0,nyaman bngt mass rapid transit
mantaf,5,0.0,0.0,Positive,0,
ayo naik mass rapid transit jakarta,5,0.0,0.0,Positive,0,ayo mass rapid transit jakarta
mantab,5,0.0,0.0,Positive,0,mantab
ok mass rapid transit,3,0.5,0.5,Neutral,0,mass rapid transit
aplikasi nya kok belum stabil ya susah sekali untuk di akses,2,0.0,0.0,Negative,0,susah akses
kyanya ini masih tahap pengembangan deh buktinya gue tidak bisa enter username gp gue tungu updatenya deh,3,0.0,0.0,Neutral,0,tahap kembang gue username gp gue tungu updatenya
ini kenapa malah bikin updatenya buat aplikasi baru  pantesan saja server of yang aplikasi download versi awal,4,0.0,0.0,Positive,0,bikin updatenya server download versi
sangat membantu perjalanan dengan aman lancar dan nyaman semoga tetap jaya mrt,5,0.0,0.0,Positive,0,bantu jalan aman lancar nyaman moga jaya
bagus sekali perjalanan lebih cepat,5,0.0,0.0,Positive,1,bagus jalan cepat
sat saya klik login kok langsung login ya tanpa ada username dan pasword apakah aman dan jika ingin cek saldo atau isi ulang jadi tidak tahun ke akunkartu siapa yang akan masuk mohon revisi mas jika memang hanya untuk informasi layaknya mobile aps lainya yang sejenis untuk halaman depan tak perlu lagi ada buton login,1,0.0,0.0,Negative,0,sat klik login langsung login username pasword aman cek saldo isi ulang masuk mohon informasi mobile aps lai jenis halaman login
luar biasa mantap,5,0.0,0.0,Positive,1,mantap
bagus,5,0.0,0.0,Positive,1,bagus
sayang sekali pas sudah pencet login tapi tidak bisa masuk,1,0.0,0.0,Negative,0,sayang pas login masuk
keduax gan,5,0.0,0.0,Positive,0,gan
pertamax gan,5,0.0,0.0,Positive,0,gan
